,model,forecast_date,target,target_end_date,state,actual,quantile_0.025,quantile_0.975
869,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Idaho,52,44,153
870,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Illinois,2265,1548,4433
871,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Indiana,990,667,2077
872,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Iowa,185,100,473
873,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Kansas,128,95,511
874,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Kentucky,255,169,610
875,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Louisiana,1502,1301,5654
876,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Maine,43,34,169
877,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Maryland,863,563,1831
878,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Massachusetts,3605,2409,6039
879,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Michigan,3141,2471,8368
880,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Minnesota,256,156,730
881,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Mississippi,236,163,1096
882,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Missouri,259,202,1109
883,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Montana,11,10,25
884,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Nebraska,62,33,235
885,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Nevada,231,172,470
886,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,New Hampshire,69,43,194
887,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,New Jersey,7806,5453,13910
888,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,New Mexico,95,60,273
889,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,New York,29529,22706,40688
890,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,North Carolina,389,250,867
891,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,North Dakota,14,9,87
892,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Ohio,1249,604,4316
893,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Oklahoma,187,145,449
894,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Oregon,110,84,182
895,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Pennsylvania,2631,1705,5113
896,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Puerto Rico,94,66,247
897,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Rhode Island,305,172,1080
898,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,South Carolina,182,134,348
899,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,South Dakota,18,9,55
900,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Tennessee,224,165,438
901,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Texas,824,595,1496
902,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Utah,38,28,105
903,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Vermont,42,38,91
904,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Virginia,567,350,1271
905,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,U.S. Virgin Islands,3,3,9
906,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Washington,817,708,1034
907,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,West Virginia,23,18,100
908,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Wisconsin,336,240,762
909,LANL,4/20/2020,2 wk ahead cum death,5/2/2020,Wyoming,2,2,8
910,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Alabama,276,178,771
911,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Alaska,11,9,41
912,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Arizona,397,229,1104
913,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Arkansas,54,39,251
914,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,California,2706,1725,4816
915,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Colorado,824,529,1807
916,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Connecticut,1880,1198,7312
917,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Delaware,110,69,614
918,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,District of Columbia,206,116,630
919,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Florida,1427,947,2904
920,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Georgia,1256,837,2756
921,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Hawaii,13,10,39
922,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Idaho,55,44,204
923,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Illinois,2677,1625,6538
924,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Indiana,1199,703,3167
925,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Iowa,255,110,946
926,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Kansas,144,95,750
927,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Kentucky,305,176,942
928,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Louisiana,1581,1303,7605
929,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Maine,48,34,245
930,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Maryland,1042,597,2946
931,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Massachusetts,4426,2586,9708
932,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Michigan,3438,2494,11060
933,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Minnesota,327,166,1185
934,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Mississippi,280,165,1738
935,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Missouri,283,203,1556
936,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Montana,11,10,31
937,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Nebraska,88,35,456
938,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Nevada,260,176,642
939,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,New Hampshire,85,45,321
940,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,New Jersey,9370,5793,20582
941,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,New Mexico,113,62,418
942,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,New York,33971,23834,55419
943,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,North Carolina,487,267,1392
944,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,North Dakota,17,9,142
945,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Ohio,1803,665,9020
946,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Oklahoma,206,147,621
947,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Oregon,124,86,244
948,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Pennsylvania,3221,1809,7878
949,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Puerto Rico,109,68,345
950,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Rhode Island,392,180,1852
951,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,South Carolina,208,138,492
952,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,South Dakota,24,10,105
953,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Tennessee,260,171,609
954,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Texas,966,627,2136
955,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Utah,43,29,153
956,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Vermont,44,38,115
957,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Virginia,719,376,2141
958,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,U.S. Virgin Islands,3,3,11
959,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Washington,882,724,1269
960,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,West Virginia,26,18,153
961,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Wisconsin,386,246,1083
962,LANL,4/20/2020,3 wk ahead cum death,5/9/2020,Wyoming,2,2,10
963,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Alabama,301,183,1022
964,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Alaska,12,9,49
965,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Arizona,465,238,1578
966,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Arkansas,57,40,308
967,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,California,3139,1808,6880
968,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Colorado,937,544,2424
969,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Connecticut,2048,1209,9445
970,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Delaware,122,69,868
971,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,District of Columbia,234,119,899
972,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Florida,1573,975,3762
973,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Georgia,1394,860,3640
974,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Hawaii,14,10,50
975,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Idaho,58,44,246
976,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Illinois,3001,1683,8959
977,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Indiana,1379,731,4486
978,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Iowa,325,119,1680
979,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Kansas,157,96,986
980,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Kentucky,347,181,1370
981,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Louisiana,1638,1304,9297
982,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Maine,52,35,317
983,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Maryland,1187,616,4104
984,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Massachusetts,5047,2710,13827
985,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Michigan,3663,2514,13528
986,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Minnesota,394,173,1803
987,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Mississippi,319,167,2482
988,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Missouri,302,203,1956
989,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Montana,12,10,37
990,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Nebraska,115,37,877
991,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Nevada,282,179,804
992,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,New Hampshire,100,47,463
993,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,New Jersey,10671,6004,28158
994,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,New Mexico,129,63,580
995,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,New York,37148,24538,71034
996,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,North Carolina,577,279,2097
997,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,North Dakota,21,9,211
998,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Ohio,2377,724,17156
999,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Oklahoma,222,148,794
1000,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Oregon,135,88,312
1001,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Pennsylvania,3680,1890,11147
1002,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Puerto Rico,121,69,464
1003,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Rhode Island,467,186,2878
1004,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,South Carolina,229,141,647
1005,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,South Dakota,30,10,173
1006,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Tennessee,290,175,812
1007,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Texas,1076,648,2889
1008,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Utah,48,29,204
1009,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Vermont,45,38,133
1010,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Virginia,851,392,3357
1011,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,U.S. Virgin Islands,3,3,13
1012,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Washington,928,734,1502
1013,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,West Virginia,29,18,210
1014,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Wisconsin,427,252,1404
1015,LANL,4/20/2020,4 wk ahead cum death,5/16/2020,Wyoming,2,2,12
1016,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Alabama,362,232,506
1017,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Arkansas,90,52,152
1018,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Arizona,311,213,601
1019,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,California,1500,933,2612
1020,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Colorado,625,426,1101
1021,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Connecticut,1318,700,1879
1022,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Delaware,77,51,112
1023,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Florida,1693,1010,3097
1024,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Iowa,95,62,183
1025,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Idaho,66,48,134
1026,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Illinois,1956,852,2766
1027,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Indiana,595,407,1041
1028,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Kansas,135,95,288
1029,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Massachusetts,1533,905,2358
1030,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Maryland,430,282,716
1031,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Maine,55,30,91
1032,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Michigan,3926,2108,4647
1033,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Minnesota,170,99,286
1034,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Missouri,503,291,836
1035,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Montana,21,12,37
1036,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,North Carolina,272,173,503
1037,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,North Dakota,19,12,34
1038,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Nebraska,58,36,98
1039,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,New Hampshire,59,39,115
1040,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,New Jersey,3954,3100,4628
1041,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,New Mexico,46,34,94
1042,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Nevada,264,161,492
1043,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,New York,20383,19080,26436
1044,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Ohio,642,387,1099
1045,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Oklahoma,307,211,562
1046,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Oregon,125,84,223
1047,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Pennsylvania,1275,895,1886
1048,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Rhode Island,137,93,267
1049,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,South Carolina,260,163,474
1050,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,South Dakota,49,29,91
1051,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Tennessee,387,230,632
1052,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Texas,913,594,1674
1053,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Utah,53,33,95
1054,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Virginia,388,237,725
1055,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Vermont,83,45,119
1056,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Washington,1381,853,2090
1057,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Wisconsin,396,216,570
1058,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,West Virginia,17,10,32
1059,MOBS,4/20/2020,1 wk ahead cum death,4/25/2020,Wyoming,3,0,101
1060,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Alabama,435,285,614
1061,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Arkansas,110,63,185
1062,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Arizona,373,252,726
1063,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,California,1673,1059,2920
1064,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Colorado,724,482,1237
1065,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Connecticut,1500,782,2127
1066,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Delaware,91,58,126
1067,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Florida,2086,1232,3869
1068,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Iowa,116,73,223
1069,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Idaho,77,55,156
1070,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Illinois,2245,935,3289
1071,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Indiana,694,451,1226
1072,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Kansas,162,113,350
1073,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Massachusetts,1722,1024,2727
1074,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Maryland,506,329,846
1075,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Maine,65,34,108
1076,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Michigan,4275,2472,5258
1077,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Minnesota,200,115,337
1078,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Missouri,617,364,1070
1079,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Montana,25,14,45
1080,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,North Carolina,327,205,613
1081,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,North Dakota,23,14,41
1082,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Nebraska,70,42,116
1083,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,New Hampshire,68,44,132
1084,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,New Jersey,4361,3440,5262
1085,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,New Mexico,56,39,115
1086,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Nevada,307,186,585
1087,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,New York,21979,21045,28542
1088,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Ohio,767,428,1252
1089,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Oklahoma,379,252,684
1090,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Oregon,146,96,253
1091,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Pennsylvania,1529,1062,2212
1092,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Rhode Island,162,109,317
1093,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,South Carolina,322,190,586
1094,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,South Dakota,67,38,124
1095,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Tennessee,475,274,759
1096,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Texas,1118,712,2045
1097,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Utah,65,40,116
1098,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Virginia,457,280,885
1099,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Vermont,97,52,136
1100,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Washington,1584,960,2316
1101,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Wisconsin,461,246,671
1102,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,West Virginia,20,12,40
1103,MOBS,4/20/2020,2 wk ahead cum death,5/2/2020,Wyoming,3,0,121
1104,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Alabama,495,330,704
1105,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Arkansas,127,71,212
1106,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Arizona,424,284,829
1107,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,California,1803,1157,3162
1108,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Colorado,808,524,1343
1109,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Connecticut,1641,843,2320
1110,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Delaware,103,64,138
1111,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Florida,2417,1406,4511
1112,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Iowa,132,82,256
1113,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Idaho,87,61,174
1114,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Illinois,2475,996,3725
1115,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Indiana,776,483,1383
1116,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Kansas,183,126,402
1117,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Massachusetts,1852,1117,3036
1118,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Maryland,578,366,950
1119,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Maine,73,36,122
1120,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Michigan,4508,2775,5724
1121,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Minnesota,223,126,379
1122,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Missouri,711,421,1261
1123,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Montana,28,16,51
1124,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,North Carolina,371,231,707
1125,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,North Dakota,26,16,46
1126,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Nebraska,79,47,131
1127,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,New Hampshire,76,49,147
1128,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,New Jersey,4659,3688,5749
1129,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,New Mexico,63,43,132
1130,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Nevada,339,206,661
1131,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,New York,23027,22443,29941
1132,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Ohio,874,459,1377
1133,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Oklahoma,441,282,780
1134,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Oregon,162,106,278
1135,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Pennsylvania,1707,1198,2472
1136,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Rhode Island,183,122,359
1137,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,South Carolina,378,209,685
1138,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,South Dakota,83,46,150
1139,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Tennessee,549,309,868
1140,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Texas,1285,804,2348
1141,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Utah,74,46,134
1142,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Virginia,516,314,1027
1143,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Vermont,107,58,149
1144,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Washington,1747,1029,2478
1145,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Wisconsin,511,268,755
1146,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,West Virginia,22,13,47
1147,MOBS,4/20/2020,3 wk ahead cum death,5/9/2020,Wyoming,4,0,136
1148,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Alabama,542,366,778
1149,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Arkansas,142,78,233
1150,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Arizona,463,306,915
1151,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,California,1910,1231,3346
1152,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Colorado,869,555,1429
1153,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Connecticut,1747,889,2468
1154,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Delaware,112,68,147
1155,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Florida,2676,1531,5034
1156,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Iowa,146,88,283
1157,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Idaho,94,66,188
1158,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Illinois,2665,1039,4083
1159,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Indiana,842,508,1515
1160,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Kansas,200,137,445
1161,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Massachusetts,1950,1185,3280
1162,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Maryland,646,396,1035
1163,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Maine,80,39,134
1164,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Michigan,4666,3016,6061
1165,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Minnesota,241,136,413
1166,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Missouri,783,465,1416
1167,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Montana,31,17,56
1168,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,North Carolina,406,250,786
1169,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,North Dakota,29,17,51
1170,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Nebraska,87,51,142
1171,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,New Hampshire,81,52,159
1172,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,New Jersey,4870,3866,6109
1173,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,New Mexico,69,46,148
1174,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Nevada,367,222,723
1175,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,New York,23708,23411,30854
1176,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Ohio,960,481,1474
1177,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Oklahoma,492,305,856
1178,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Oregon,175,113,298
1179,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Pennsylvania,1847,1309,2681
1180,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Rhode Island,199,132,393
1181,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,South Carolina,424,223,767
1182,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,South Dakota,96,51,169
