model,forecast_date,target,target_end_date,state,actual,quantile_0.025,quantile_0.975
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,District of Columbia,112,58.0,292.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,District of Columbia,116,58.0,302.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Florida,887,594.0,1444.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Florida,1541,785.0,2987.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Florida,2351,996.0,5184.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Florida,3228,1152.0,7848.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Georgia,828,479.0,2048.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Georgia,1381,628.0,3617.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Georgia,2005,803.0,5184.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Georgia,2627,958.0,7045.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Hawaii,26,10.0,84.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Hawaii,54,10.0,221.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Hawaii,74,10.0,318.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Hawaii,81,10.0,359.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Idaho,40,28.0,96.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Idaho,56,28.0,161.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Idaho,68,31.0,192.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Idaho,72,31.0,203.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Illinois,1058,746.0,1872.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Illinois,1222,772.0,2415.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Illinois,1248,780.0,2481.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Illinois,1248,780.0,2483.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Indiana,586,361.0,1328.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Indiana,781,394.0,2001.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Indiana,850,415.0,2198.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Indiana,860,418.0,2221.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Iowa,81,44.0,257.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Iowa,157,56.0,570.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Iowa,260,77.0,901.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Iowa,376,104.0,1202.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Alaska,13,8.0,33.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Alaska,19,8.0,57.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Alaska,24,8.0,74.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Alaska,25,8.0,82.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Kansas,110,59.0,308.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Kansas,202,73.0,642.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Kansas,306,93.0,998.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Kansas,401,104.0,1410.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Kentucky,206,103.0,460.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Kentucky,380,134.0,924.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Kentucky,577,176.0,1441.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Kentucky,766,201.0,2090.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Louisiana,1026,860.0,1505.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Louisiana,1115,893.0,1702.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Louisiana,1138,905.0,1727.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Louisiana,1141,905.0,1729.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Maine,32,19.0,76.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Maine,47,19.0,128.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Maine,57,19.0,173.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Maine,62,19.0,185.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Maryland,377,241.0,897.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Maryland,524,258.0,1430.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Maryland,582,269.0,1570.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Maryland,594,269.0,1590.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Massachusetts,1630,929.0,3515.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Massachusetts,3085,1222.0,7543.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Massachusetts,4755,1502.0,12559.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Massachusetts,6265,1635.0,17578.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Michigan,2032,1620.0,3265.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Michigan,2304,1709.0,3958.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Michigan,2366,1735.0,4084.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Michigan,2373,1738.0,4096.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Minnesota,135,71.0,314.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Minnesota,241,83.0,675.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Minnesota,359,104.0,1108.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Minnesota,468,117.0,1529.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Mississippi,156,98.0,393.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Mississippi,248,111.0,713.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Mississippi,318,131.0,854.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Mississippi,355,141.0,951.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Missouri,287,125.0,771.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Missouri,587,184.0,1705.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Missouri,939,282.0,2766.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Missouri,1243,357.0,3573.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Montana,11,7.0,26.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Montana,17,7.0,56.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Montana,21,7.0,73.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Montana,22,7.0,81.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Nebraska,40,17.0,121.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Nebraska,78,24.0,256.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Nebraska,128,33.0,439.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Nebraska,180,44.0,620.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Nevada,166,115.0,361.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Nevada,221,123.0,519.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Nevada,253,129.0,605.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Nevada,268,129.0,636.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,New Hampshire,48,24.0,139.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,New Hampshire,70,24.0,227.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,New Hampshire,78,24.0,252.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,New Hampshire,79,24.0,254.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,New Jersey,3647,2459.0,7429.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,New Jersey,4296,2633.0,9674.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,New Jersey,4402,2681.0,10019.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,New Jersey,4407,2684.0,10033.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,New Mexico,39,26.0,86.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,New Mexico,63,27.0,174.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,New Mexico,89,34.0,286.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,New Mexico,113,35.0,376.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,New York,12796,10280.0,19185.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,New York,14275,10848.0,22567.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,New York,14522,10997.0,22980.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,New York,14542,11008.0,23000.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,North Carolina,205,98.0,627.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,North Carolina,333,119.0,1073.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,North Carolina,398,136.0,1239.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,North Carolina,414,138.0,1298.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,North Dakota,10,7.0,24.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,North Dakota,14,7.0,45.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,North Dakota,18,7.0,66.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,North Dakota,23,7.0,85.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Ohio,383,267.0,829.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Ohio,460,284.0,1086.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Ohio,480,292.0,1134.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Ohio,482,292.0,1137.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Arizona,198,117.0,458.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Arizona,347,136.0,974.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Arizona,524,170.0,1520.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Arizona,695,194.0,2162.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Oklahoma,184,102.0,490.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Oklahoma,328,132.0,981.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Oklahoma,495,170.0,1500.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Oklahoma,655,199.0,2036.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Oregon,78,58.0,130.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Oregon,115,65.0,239.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Oregon,154,79.0,346.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Oregon,188,91.0,443.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Pennsylvania,1066,623.0,2811.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Pennsylvania,1607,722.0,4782.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Pennsylvania,1895,781.0,5802.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Pennsylvania,1984,794.0,6104.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Rhode Island,138,69.0,361.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Rhode Island,278,86.0,850.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Rhode Island,457,106.0,1495.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Rhode Island,645,117.0,2330.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,South Carolina,152,87.0,381.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,South Carolina,250,107.0,712.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,South Carolina,361,138.0,994.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,South Carolina,470,161.0,1312.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,South Dakota,22,6.0,76.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,South Dakota,52,6.0,189.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,South Dakota,92,6.0,361.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,South Dakota,131,6.0,567.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Tennessee,217,109.0,488.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Tennessee,339,128.0,861.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Tennessee,425,149.0,1085.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Tennessee,467,160.0,1189.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Texas,526,292.0,1273.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Texas,953,357.0,2661.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Texas,1445,472.0,4124.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Texas,1907,567.0,5566.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Utah,32,18.0,94.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Utah,57,18.0,204.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Utah,87,25.0,304.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Utah,118,32.0,423.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Arkansas,42,27.0,112.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Arkansas,68,28.0,244.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Arkansas,97,35.0,342.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Arkansas,127,42.0,425.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Vermont,28,27.0,33.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Vermont,30,27.0,42.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Vermont,34,27.0,51.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Vermont,35,27.0,58.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Virginia,260,153.0,709.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Virginia,462,188.0,1436.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Virginia,688,242.0,2068.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Virginia,879,278.0,2710.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Washington,648,563.0,846.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Washington,767,612.0,1121.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Washington,829,639.0,1255.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Washington,851,649.0,1287.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,West Virginia,24,6.0,104.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,West Virginia,49,6.0,241.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,West Virginia,64,6.0,329.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,West Virginia,69,6.0,369.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Wisconsin,235,161.0,489.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Wisconsin,306,181.0,707.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Wisconsin,333,190.0,772.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Wisconsin,338,191.0,780.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Wyoming,0,0.0,1.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Wyoming,2,0.0,13.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Wyoming,9,0.0,54.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Wyoming,21,0.0,121.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,California,932,662.0,1698.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,California,1261,757.0,2655.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,California,1431,826.0,3044.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,California,1476,849.0,3131.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Colorado,359,298.0,503.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Colorado,414,319.0,624.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Colorado,444,334.0,670.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Colorado,455,339.0,686.0
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Connecticut,1243,721.0,2259.0
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Connecticut,2338,978.0,4940.0
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Connecticut,3476,1205.0,8155.0
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Connecticut,4393,1311.0,10997.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Alabama,157,108.0,320.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Alaska,9,8.0,26.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Arizona,153,124.0,237.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Arkansas,32,27.0,85.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,California,884,763.0,1058.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Colorado,432,339.0,648.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Connecticut,824,590.0,1890.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Delaware,50,36.0,155.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,District of Columbia,74,55.0,131.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Florida,706,552.0,1032.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Georgia,607,497.0,851.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Hawaii,11,9.0,22.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Idaho,30,27.0,59.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Illinois,1290,914.0,2169.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Indiana,542,403.0,904.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Iowa,63,47.0,106.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Kansas,72,57.0,211.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Kentucky,174,117.0,359.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Louisiana,961,843.0,1967.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Maine,22,19.0,53.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Maryland,419,295.0,746.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Massachusetts,1463,1098.0,1969.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Michigan,1916,1533.0,3672.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Minnesota,108,77.0,226.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Mississippi,127,98.0,390.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Missouri,153,119.0,498.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Montana,7,6.0,20.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Nebraska,28,18.0,68.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Nevada,154,121.0,260.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,New Hampshire,32,24.0,60.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,New Jersey,3656,2892.0,5355.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,New Mexico,37,27.0,80.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,New York,13596,11186.0,16180.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,North Carolina,140,104.0,242.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,North Dakota,8,7.0,23.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Ohio,360,276.0,660.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Oklahoma,126,99.0,278.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Oregon,69,57.0,98.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Pennsylvania,941,707.0,1435.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Puerto Rico,65,47.0,150.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Rhode Island,129,76.0,325.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,South Carolina,116,91.0,193.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,South Dakota,15,8.0,35.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Tennessee,159,120.0,268.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Texas,433,338.0,650.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Utah,23,18.0,49.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Vermont,31,27.0,71.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Virginia,230,167.0,405.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,U.S. Virgin Islands,1,1.0,4.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Washington,640,570.0,727.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,West Virginia,7,6.0,28.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Wisconsin,199,155.0,368.0
LANL,2020-04-13,1 wk ahead cum death,2020-04-18,Wyoming,3,0.0,40.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Alabama,260,127.0,754.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Alaska,12,8.0,53.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Arizona,200,135.0,407.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Arkansas,40,27.0,176.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,California,1187,868.0,1778.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Colorado,622,389.0,1280.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Connecticut,1189,636.0,4113.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Delaware,74,37.0,395.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,District of Columbia,106,63.0,281.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Florida,1042,643.0,2022.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Georgia,835,564.0,1539.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Hawaii,13,9.0,40.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Idaho,33,27.0,99.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Illinois,2134,1136.0,4920.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Indiana,820,473.0,1898.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Iowa,97,55.0,230.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Kansas,95,58.0,452.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Kentucky,305,146.0,899.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Louisiana,1109,848.0,3547.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Maine,25,19.0,98.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Maryland,722,359.0,1847.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Massachusetts,2444,1427.0,4819.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Michigan,2452,1602.0,6498.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Minnesota,167,87.0,505.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Mississippi,173,100.0,835.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Missouri,205,122.0,1044.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Montana,8,6.0,38.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Nebraska,47,22.0,168.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Nevada,210,133.0,494.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,New Hampshire,44,26.0,116.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,New Jersey,5139,3369.0,9966.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,New Mexico,53,29.0,175.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,New York,17903,11806.0,27383.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,North Carolina,211,120.0,511.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,North Dakota,10,7.0,47.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Ohio,502,303.0,1289.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Oklahoma,167,105.0,554.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Oregon,92,63.0,166.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Pennsylvania,1472,858.0,3031.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Puerto Rico,98,51.0,354.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Rhode Island,249,97.0,1022.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,South Carolina,161,103.0,371.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,South Dakota,33,11.0,121.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Tennessee,228,137.0,513.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Texas,645,396.0,1345.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Utah,30,19.0,95.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Vermont,37,28.0,135.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Virginia,368,199.0,919.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,U.S. Virgin Islands,1,1.0,8.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Washington,799,629.0,1062.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,West Virginia,10,6.0,59.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Wisconsin,271,167.0,690.0
LANL,2020-04-13,2 wk ahead cum death,2020-04-25,Wyoming,7,0.0,92.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Alabama,385,144.0,1533.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Alaska,14,8.0,87.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Arizona,245,143.0,629.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Arkansas,48,28.0,290.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,California,1492,944.0,2821.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Colorado,820,431.0,2260.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Connecticut,1562,685.0,7154.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Delaware,106,38.0,772.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,District of Columbia,142,69.0,517.0
